rate,text
5,"Магазин очень понравился,вежливый персонал, культурное обслуживание,различные скидки и акции,буду советовать своим знакомым.

"
5,"Отличный магазин, в этом районе."
3,"Часто захожу в эту пятерочку в основном по мелочи иногда необходимо купить хлеба, макарон или водички, смотрю на цены молочко и мяса, они растут, начинаю наблюдать, что на многих товарах нет цены, несколько раз пробивалась другая цена на кассе."
5,"Пятёрка как пятёрка. В этом месте было много разных сетевиков. Пятёрка как то органично вписалась. Пока, по крайней мере."
4,"Не современная пятерочка , как мы привыкли видеть обновленный ремонт. Персонал хороший очень , по товару могу сказать, что свежее и все есть"
5,Магазин рядом с домом. Очень хороший персонал. Ассортимент продуктов меня устраивает. В общем все очень неплохо.
5,"Лучше закупаться до пятницы,потом особенно летом всё сметают"
5,"Удобно покупать еду в офис
"
1,"Сыну продали сигары, и пиво"
5,"Нормальный магазин , советую"
5,"Ассортимент продукции хороший,есть все необходимое! Доставка работает быстро и удобно!"
4,"Выбор товаров средний,касс мало, качество товаров среднее,чистота отличная,скидки и акции не всегда соответствуют,персонала мало"
5,"Пятерка как пятерка. Внимательно смотрите ценники, очень часто ‘’забывают’’ поменять на правильные. А также акции 1+1, 2+ 1 - ооочень мелко написаны.  А так все не плохо. Чистенько,"
5,Нормальный магазин.  Зона касс правда расположена по-идиотски
5,"Хороший магазин, выбор огромный, приветливые кассиры, магазин чистый и уютный, в шаговой доступности от дома, большой выбор кормов для животных"
3,"Очень неудобное помещение, трудно найти необходимый товар, санитарное состояние не всегда соответствует нормам
Работает, как правило одна касса. Ассортимент продуктов скудный"
5,"Расположение для жителей комплекса очень удобное. У меня находится прям возле подъезда))
Персонал вежливый, не конфликтный, обслуживают быстро
Магазин не огромный, поэтому 3 кассы вполне нормально для него. 
Выбор товаров большой
Больших очередей нет"
5,"Не большой , мало приметный магазинчик, тем не менее все достаточно уютно и удобно."
1,"Не понятно расположение товара на двух этажах.
Грязно
Медленно на кассе
Не думал, что в пятерочках так бывает, походе на Дикси какой-то."
5,Очень маленькая 
1,Постоянно очередь
3,"Тесновато помещение, пройти не задев другого невозможно. Часто в кассу очереди, из-за этого не хочется стоять. Ещё жарко в магазине."
4,"Неплохой магазин, но очень неудобная планировка."
1,"Ужасное обслуживание,работает одна Касса "
2,"Ремонт свежий, дизайн модный, а как были просроченные продукты, так и остались - мясо и курица из пятёрочки под большим вопросом :("
4,Обычная пятерочка
3,"Всегда небольшая, но очередь на кассах. А их всего две.  
Кассиры, как правило, плохо знакомы с товаром. Вечная история: «А какие это яблоки…, а какие это помидоры…, а с какой полки Вы брали…, а слева или справа…»? Бесконечно! Было бы здорово знакомиться с товаром перед тем, как за кассу садишься. Я, как покупатель, не обязана разбираться в сортах фруктов и овощей, ориентироваться в местоположении товаров в вашем магазине. В остальном вполне нормальная Пятерочка. Чистая, тихая, довольно просторная, нет каких-то неудобных узких проходов и закутков. Персонал весьма доброжелателен. 
В качестве просьбы: поставьте хоть одну кассу самообслуживания."
3,"Скудный ассортимент, недоброжелательные кассиры- депрессивный магазинчик. Просроченные товары тоже имеют место быть."
4,Обычная Пятерочка
3,Всё ровно также как и вдругих
3,"На 85%, отсутствуют товары,по акции. Выкладка товаров, зачастую,не соответствует ценникам. В целом,неряшливое отношение к выкладке товаров. Постоянно,приходится самому проверять стоимость товара по штрих-коду,т.к. персоналу ,мягко говоря, параллельно,на соответствие товар-ценник. Вообще,очень ограниченный ассортимент товаров,гораздо меньше,чем в других пятерочках.  Из хорошего, -сделали ремонт,поставили кондиционеры,стало более комфортно, находится в магазине. Также,персонал на кассах,отзывчив,приветлив и лоялен к покупателю. Внутри магазина есть Банкомат сбербанка,работает ,только на выдачу,внести деньги 90% не получится,по разным причинам... "
5,"Небольшой магазин. Ассортимент-самое необходимое, без излишеств. Приветливые, вежливые продавцы-кассиры. Хотелось бы чтоб немного освежили фасад и внутри. 
Очень нравится и расположение и обслуживание."
4,"имба, но нет бесплатных сырков"
2,"Небольшая Пятерочка- лабиринт.  Часто ценники на товар не совпадают с реальной стоимостью,  плохо следят за просрочкой. Неудачно расположен хлебо- булочный отдел. Он находится рядом с бытовой химией.  Стоит поменять местами отделы или улучшить вентиляцию, так как сильный химический запах от быловой химии."
1,"Ходили в этот магазин с самого его открытия. Больше ни ногой. По залу бегает неадекватный охранник, заглядывает в пакет и спрашивает:'' А вы кассиру на входе пакет показывали?  ''"
5,"Хороший, чистый магазин. Услужливые сотрудники. Рекомендую."
5,Удобное расположение!
5,"Есть отдел свежей выпечки, свежевыжатый сок и кофейный аппарат, что для меня большой плюс! В остальном стандартная пятёрочка, ничего особенного."
5,Зашла случайно в этот магазин и мне понравился. Все есть и аккуратно разложено.
5,"Хороший магазин, есть выпечка, доставка, КСО. "
1,"Не соблюдают температурный режим в отделах с овощами и фруктами, овощи гнилые с плесенью. Чеснок и картошка всегда вялые , киви высохшие , апельсины с плесенью. МОЖНО УБРАТЬ ДИРЕКТОРА ЭТОГО МАГАЗИНА?! В других магазинах "" Пятёрочка"" я не видела такого бардака. Почему вечно обманывают с ценниками !! Сканер для ценников не работает.  Касса работает одна или две. В таком случае лучше поставить кассы самообслуживания, чтобы было меньше очередей и безразличных сотрудников, оставить 2 кассира для пожилых и для тех кто не умеет ими пользоваться. Выше стоящие руководство. Большая просьба обратить внимание на негативные отзывы и повлиять на них! "
1,"Как и все пятерочки, ничего доброго не скажу , просто лохотрон для пожилых  и еще раз убедился  сегодня , продают мокрый сахарный песок , это просто классика торгашей ..."
5,Отличный магазин приветливый персонал
5,"Отличный магазин, просторный и чистый. Хорошее качество продуктов (я не замечал просроченной или  продукции). Много касс самообслуживания, очередей почти никогда нет."
4,"Работают до 22:00, в отличие от других пятерочек, в остальном - всё как обычно в этой сети магазинов."
4,"Два раза общитали,но она там больше не работает🤦‍♀️"
2,"Маленький ассортимент, часто несоответствие ценников, очень узкие проходы. Единственный плюс, что рядом с домом."
3,"Большой.
Но как и везде ценник не соответствует товару.
Это визитная карточка похоже"
3,"Злые бабки продавцы, а по ассортименту и срокам годности, все отлично"
5,"Разнообразие товаров, низкие цены, акции, близко к дому.
В данной пятерочке есть лавка с мясными продуктами, они наверно просто арендуют место, факт в том, что периодически продают просрочку, проверяйте сроки, поменяют конечно, но неприятно изначально, что втюхивают такое."
5,Хороший магазин. Отличные кассы самообслуживания и отличный персонал
5,"Удобно, мало машин, есть где при парковаться"
4,"Хороший магазин, не т большого склада, поэтому продукты практически всегда свежие, но бывало бли замечены испорченные овощи, зелень. Вход со двора и с дороги, есть экспресс кассы."
5,"По ценам адекватно. Лучше чем мини лента рядом по соседству. Заваривать там постоянно. Ассортимент в порядке, но хотелось бы побольше, тем более площадь позволяет."
4,Очереди. ..как всегда ценники не совпадают..типичная проблема 5ки
1,"Просьба к директору данного магазина, фамилию которого мне отказались назвать, принять меры по присечению хамства и неуважительного отношения кассира без бейджа отказавшаяся представиться и не обслужившая до конца."
5,"Отличный магазин, огромный выбор продуктов. Чистота и приветливый персонал. Очень понравился. Рекомендую его, тем более цены заманчиво привлекательные."
5,"Близко к дому, ассортимент похож на более дальние магазины :) Есть Ozonовский постамат :)"
2,"Товары,  которые на верхних полках достать нереально. Пе"
5,"Удачно расположен, в магазине следят за чистотой. Продукты свежие"
1,"Рога и копыта 
Фишки есть- стаканов нет 
Стаканы есть- фишки украли
Фишки вернули- стаканов нет
Если у бизнесмена нет возможностей держать слово - то не надо либо ввязываться в авантюры ,либо вообще заниматься бизнесом"
5,Удобное расположение. Хороший ассортимент
5,"Всем добрый день!
Много писать не буду-одно огромное спасибо за кассы безналичной оплаты и самообслуживания!!
Первый магазин в посёлке с такими кассами!
Не надо стоять очередь!!!)))"
5,как и все пятерочки можно купить не только еду но и парфюмерию .
3,"Хороший персонал и совсем не хороший ассортимент товаров. Целая проблема - найти свежий хлеб, овощи и фрукты, сыры, про тортики и пирожные - так совсем слеза наворачивается от ассортимента. Зато огромные отдел ""алкашки"" и конфет с печеньями вероятно перекрывают все остальное...После работы заходишь купить что-то на ужин и можно уйти с пустой ""авоськой"" в магазин. Очень скудный ассортимент по производителям, не выбора  молока, мяса, куры и др. видом мясной продукции. Абсолютно не товарный вид курицы с синевой и желтизной и  ее полуфабрикатов - на последнем издыхании, хронически не свежие овощи, неликвидный и гнилой красный и желтый перец от 200 до 300 рублей за 1 кг, огурцы с плесенью на хвостиках, битые помидоры в 70% жухлый салат. В магазине чувствуешь себя каким то нищебродом, который ковыряется в отбросах овощей. Удивляет, что в других магазинах этой сети из близлежащих, есть и представлены иные производители, и со сроками и качеством хранения, чистотой - все в порядке."
5,"Пятерочке только пять звёзд . Был бы больше и шестую нарисовал. Продавцы не конфликтные , цены с ценниками не рознятся . Скидки часто . "
5,Выбор товаров в этом магазине не маленький и вполне удовлетворяет расположение в Кудрово. Этот магазин находится около фонтана в Кудрово где всегда есть народ и если вам что нибудь понадобится во время прогулки то вы должны найти нужный вам товар. Очередей там почти нет из-за кас само обслуживания.
4,"Хороший,огромный магазин,но порядка мало,не справляются из за не хватки кадров."
1,"Купил кофе в автомате, мало того, что пришлось ждать долго пока поставят молоко в автомат, так ещё и после того молоко было просроченным. Т.к. торопился, кофе не сразу попробовал, а после того как ушел из магазина. По итогу - деньги и время на ветер."
5,"Лучшая Пятерочка. Новенькая, чистенькая, очень вежливый персонал."
5,"Хороший магазин,отлично что рядом с домом,посылаю дочь за продуктами 👍👍👍"
5,"Выбор товаров, расположение, чистота"
4,Хорошая новая Пятёрочка с большим количеством. Всегда выручает.
5,"Отличный маназин в линейке стандартных магазинов Пятёрочка,"
3,"Выбор товар ограничен. Работают 4 кассы самообслуживания и 2 кассы обычные из-за чего всегда очереди. Внутри магазина есть аптека, но цены-космос(дежурный вариант)"
5,Обычная пятёрка. С деревенскими продавцами. Все как везде в таких поселках. Спец услуг нет
5,"Хорошая пятёрочка, приятный персонал. Бывают неразберихи по ценникам, но в целом все очень даже неплохо 👌
"
4,"Приятный, чистый, просторный и спокойный магазин. Как правило народу немного и ассортимент позволяет удовлетворить все потребности по покупкам.  Часто проводятся акции и ряд продуктов, особенно из основной продуктовой корзины имеют низкую цену. Может быть следует добавить пару автоматических или обычных касс."
4,"Обычный хороший магазин.
Неудобные залы.
Кассы ориентированы на самообслуживание"
3,Терминалы самообслуживания заряжены - ценник на полке один - по факту на 10 рублей бьют больше - я конечно посмеялся..... Однако наши бабушки и дедушки не зря ругаются - как то так....
5,"Теперь это ближайший ко мне. Захожу, покупаю, доволен."
4,"В принципе не плохой магазин,не всегда все есть,зато в шаговой доступности,продавцы молодежь с ленцой,но если что шумтрят"
5,Хороший ассортимент и вежливое обслуживание.
5,Молодцы... Спасибо что ещё не закрыли дешёвые магазины...
5,"Хорошая и просторная ""Пятерочка"". 
Есть выпечка, 4 кассы самообслуживания.
Выбора больше чем в обычных ""Пятерочках"".
Есть аптека!"
5,"Всё есть, но минус - это 2 ой этаж. Но всё основное на первом."
3,"Маленькая площадь внутри магазина. Но практически есть всё. Кто не успел в городе закупиться, то здесь сможет без проблем. Есть парковка, но летом очень много народа."
3,"Обыкновенная пятерочка, с не очень большим выбором товара. Но для тех кто живет рядом и лень далеко ходить- оптимальный вариант. Ибо тут выбор только из пятерочки и семишагова."
3,"В магазине практически не бывает окорочков-гриль.Куру еще можно застать,но после 18.00 и куру-гриль не купить.Ведь свое производство,в чем проблема господа"
4,"Вежливый персонал,не всегда есть большой выбор овощей,акции ,скидки"
5,Всё идеально и работники хорошие)
2,Постоянно приходится сверять актуальность цен.
1,"Отвратительное качество продуктов, ассортимент которых не меняется десятилетиями! Поставщики одни и те же. Закупается все огромными партиями по минимальным ценам - отсюда и нет стимула у производителя повышать качество."
5,Хороший магазин
1,"После дизайна все вряд ли изменилось в лучшую сторону, скорее даже в худшую. Всегда большие очереди, корзин недостает даже когда мало народу, да и ассортимента поубавилось. Зато все также на месте нагловатый персонал, в лице выходцев из южных краев, для которых обман это видимо норма. Обсчитали в крайний раз на 68 руб, а на все мои попытки пересчитать еще раз отмахнулись, сказав мне, что надо лучше смотреть на ценник. "
1,"Худший магазин из этой сети! Большинство отзывов - ложь. Такое впечатление, что персонал заставляют обманывать покупателей. Ценники на многие товары отсутствуют, либо перепутаны с целью обмануть.  После ремонта все стало только хуже. Даже жаловаться бесполезно - все жалобы поступают обратно в магазин. Один и тот же товар в других магазинах этой сети дешевле вдвое!!! Лучше пройтись 500 метров до пр. Художников - там тоже Пятерочка, но руководство, видимо, хотя бы следит за своим магазином и не заставляет свой персонал крахоборничать."
1,"Качество продукции, оставляет желать лучшего"
5,Небольшой магазин у дома с хорошим выбором товаров.
5,Чисто! Хорошая выпечка! Нет больших очередей у кассы! Большой выбор овощей и фруктов. Вежливый персонал. Товары попались свежие))) Близко от нашего дома.
4,"Как магазин в который можно заскочить по пути, нормально. "
5,"Постоянно ходим в этот магазин. Последнее время проблемы с фруктами и овощами, очень мало в наличии"
5,"Хороший магазин у дома. Администратор Сергеева - большая умничка. По слухам, готовится стать директором - отличная новость! Магазин только выиграет."
5,Удобное расположение продуктов
5,Хороший магазин рядом с домом
4,"Пользовалась услугами магазина на протяжении 4 лет, и до реконструкции и после. Магазин компактный, но ассортимент хороший. Персонал отзывчиный, но не всегда приветлив. Высокие потолки дают чувство простора, оборудование новое, ремонт зачëтный! Хорошее месторасположение, рядом остановка транспорта!
Теперь к минусам! И это проблема всей сети, не только данного магазина. Ценники! Это прям горе, даже не беда! Отсутствие ценников, несоответствие товара и ценника! Есть же ТСД с принтерами, закрепите ответственных на зоны и установите норму проверок ценников в день! У Вас и посетителей будет больше, и средний чек вырастет и меньше гемороя на кассе (проблем с возражениями и возвратов). В общем и целом твердая четверка"
3,"раньше была образцовой пятерочкой, сейчас обычный супермаркет"
4,Хороший магазин для повседневной жизни.
3,Выбор небольшой. Персонал вежливый.
5,"Удобное размещение товара, в категориях. Вежливые, грамотные сотрудники всегда помогут, подскажут.
Нет проблем с наличием ценников и актуальность цен. Один из моих  любимых магазинов. "
4,"Почти всегда в наличии товар. Магазин не большой, чистый. Близко к дому это +"
3,"Хорошее место, быстрое обслуживание на кассе самообслуживание, но примерно 3 из 5 раза приходиться искать сотрудника с бейджем чтобы взять пакеты или провести алкоголь."
5,"Товар компактно представлен на полках, доступен! Несмотря на маленькое пространство можно спокойно проходить между стеллажа!!!"
3,овощи и фрукты в ужасном состоянии!
5,"Просторная,чистая,с аккуратно разложенным товаром и ещё  имеются кассы самообслуживания.Приветливый персонал."
5,"Хороший выбор, приятный персонал!"
5,Вкусная выпечка
3,"Не очень знаю этот магазин, зашла и не нашла то что искала и вышла .А так ,нечего хорошего"
5,Все всегда есть. Чисто
5,Великалепно
3,Обычный бюджетный  супер маркет
5,Круглосуточный магазин. Достаточно большой и просторный. Предпочитаю за продуктами ходить именно сюда. 
4,"Нет пластиковых стаканчиков (крепких, не одноразовых)
Ну а так пойдёт. 
Чисто, удобно, есть кассы самообслуживания. 
Очередей нет, обслуживают качественно!"
4,Магазин с самым необходимым товаром
3,Слабый ассортимент. 
4,"Всегда чисто, выбор товаров огромный. Хотелось бы больше открытых касс, а в основном всё замечательно."
5,"Удобный магазин, прямо в доме) "
5,Хороший магазин становится все личше. Персон
5,"Хорошая ПЯТЁРОЧКА,кассиры приветливые, всегда подскажут и посаветуют,довольно большой магазин."
4,"К магазину претензий нет.  Нормальная Пятёрочка. Но сейчас была доставка. Заказали доставку, чтобы не ходить далеко, заказ очень большой получился. И кура, и крупа, и молоко, и овощи. В общем, даже не знаю какой там вес. 4 больших тяжёлых мешка. Курьер ПЕШКОМ принёс наш заказ вместе с ещё с другими! Нет слов! Раньше машина привозила. Теперь машины нет, как я понимаю? Расстояние по прямой 1 км, а идти не по прямой, жара на улице. Если нет машины, ставьте отказ доставки. Заказали бы в Ленте. Теперь и кусок в горло не полезет, как этого мальчишку худенького вспомню. Это безобразие! Я уже молчу, что доставка полтора часа вместо полу-часа происходила."
5,"Любимый магазин. Отличный ассортимент, приветливый персонал."
5,Всегда вежливые продавцы отзывчивые после ремонта была очень понравилось расположение. Много скидок. На кассах нет очередей. Расположение отличное. Чисто.
5,"Качество товаров отличное, расположение магазина и чистота в нужном месте и уровне"
5,Всё аккуратно и вежливо
3,Касс 3 ..Работает одна кассирша..народу много..оьстой
5,"Хороший магазин. 
Ассортимент потихоньку улучшается. 
Чистота и продавцы более менее …"
5,"Большой выбор продуктов,  регулярные скидки."
5,"Хороший магазин рядом с домом, можно купить необходимое."
5,"Каждые два дня делаю покупки в пятерочке на ветеранов, очень отзывчивый  персонал, приемлимый ассортимент, только холодильник с свежим мясом и курой перемораживает продукты, покупаем льдину, при обращениях к кассиру никто за все время не проверил и не исправил. Неудобно стало когда шоколадки перенесли от конфет и хлеба, теперь там кошачий корм, по мне лучше обратно переставить, т.к. обычно при оплате вспоминаешь что кошке жрать нечего. А шоколад ищешь в сладком отделе,мне кажется это логично."
5,"Расположение очень удобное. В магазине много товаров, приветливый персонал. Везде ценки соответствуют товару. Искать ценники на товар не нужно, всё близко)"
1,"Грубые сотрудники, хамят, просроченные продукты, грязный магазин. 
"
5,"после капитального ремонта магазин стал очень удобен. Особенно порадовало наличие касс самообслуживания. Почему ? Потому , что везде есть ложка дёгтя.  А это слишком любезное и очень навязчивое предложение ходить в намордниках."
3,"Внутри не понятно где что?!!!
Поработайте пожалуйста с продавцами. Хомят. Не все. Олна женщина азиатской внешность. Классная ❤️❤️❤️❤️"
5,"Посещаю в городе Санкт-Петербург, магазин «Пятерочка» по адресу Дудко 18 Всегда аккуратно разложенный товар , все свежее, в магазине чисто, на кассах чистота , весь персонал вежливый , очень приветливый))"
5,Идеялно
2,"Очень маленький ассортимент. Цены выше, чем в других пятерочках. Не самый лучший магазин"
1,"Выбор товара отличный ! Если бы персонал следил за ценниками и сроком годности. 
Персонал дерзкий, ругаются, гецензурно в присутствие покупателей магазина. 
Стыдно и позор в центре города такое заведение("
5,"Достаточно годная 5ка. В магазине чистота, на полках - порядок, ассортимент, как и в остальных 5ках, но хотя бы не грязно."
1,"Пятерочка в Кузьмолово. В осн. 2 хамовитые , неграмотные зам.директора+постоянно наёживают с ценниками, постоянно."
5,"Очень хороший магазин и очень хороший директор добрая общительная 

"
2,"Весной 2021 года собственными глазами наблюдал, как в торговом зале грузчики магазина ели сливы с прилавка. В целом магазин хороший, но вот вышеупомянутый факт портит всю картину."
4,"Маленький выбор, нет пекарни, а для меня это значимо. Но, в целом, весь срочный пакет продуктов можно купить."
1,"Магазин ужасный, частно бывает очень грязно, раздавленный помидор может валятся на полу несколько дней, овощи и фрукты в плесени, газированные напитки стоят прямо возле окна, что запрещено по нормам хранения. На просрочку наткнуться можно вообще на раз-два. Но главный минус магазина-  сотрудники! Женщина стоящая на кассе самообслуживания, бесцеремонно лезет проверять сумку или чек. Однажды вообще начала хватать за руку, за отказ показать сумку. Желаю взять на работу более воспитанных и компетентных сотрудников, которые будут знать закон или хотя бы нормы приличия! "
4,"Напротив моего дома, самый ближний супермаркет."
5,"Широкий выбор. ВСЁ что надо, есть."
4,"Неплохой магазин,разве что сейчас и там сделали самообслуживание.Мне нормально,а вот людям постарше будет страшновато"
4,"Если не покупать готвою курицу,то магазин с богатым выбором продуетов."
5,"Для своей сети весьма хорош. Большой ассортимент, внятная выкладка, коммуникабельные сотрудники, чистота, продукты свежие"
5,"Отличная пятëрочка, ценники на своих местах.. 
"
3,"Бравлов не выдают постоянно говорят что их нет! Такие бабки платить за продукты и не получить в подарок эту резинку с рожицей для меня обидно. И это не смешно, потому что по мимо этого особо одаренные сотрудники магазина настойчиво шлют на кассы самообслуживания при загрузке очереди в два покупателя и при работающих двух кассах из десяти (остальные никогда не работают). Я в магазин устраивался работать что ли? Если я не хочу сам пробивать и взвешивать продукты и кассиры зарплату за это получают, то почему я должен идти пробивать и взвешивать свои продукты на кассу самообслуживания сам?"
5,"Неплохой магазин, чисто. Следят за товаром. Сроки годности. Выбор товаров большой. Удобное расположение,  рядом остановка. Две кассы. Фрукты в чистоте. Опрятный персонал"
3,Не плохой магазин но был когда товар приемки был в зале не везде можно подойти к стелажам
5,"Хорошая Пятерочка, большая, обновилась. Есть кассы самообслуживания. Появилась выпечка. Товаров достаточное количество."
4,"Осень нравится эта пятерочка возле дома, но в последнее время хожу в другую, потому что несколько месяцев сломан кофейный аппарат! Пожалуйста, почините, очень у вас вкусное кофе!"
5,Приходу в этот магазин за свежей выпечкой и продуктами. Хороший магазин! 
5,"Хороший выбор, нормальные цены, чисто, кассы самообслуживания, нет очередей, удобная парковка."
5,"Вежливый персонал. Большой выбор,все частенько и светло"
5,"Сделали недавно ремонт, постоянно покупаю тут продукты, сигарет на удивление моих нет(кент айсвич) персонал дружелюбный. Вообщем место хорошие."
4,Всё хорошо но не всегда 
4,"ассортимент маловат,не понравилось"
3,"Обычный магазин, особых отличий нет"
5,"Прекрасная пятёрочка , все удобно расположенно , кассиры добрые , но не мог найти пикник по Акции блин горелый"
4,"Просторно. Большой, но скучный ассортимент продуктов. Относительно чисто.  Очередь к кассе отсутствует только по утрам."
5,"Замечательный магазин!очень вежливый персонал, очень чисто и никакого запаха испорченной продукции в отличие от других пятерочек.всегда приятно в нем покупать продукты и не боятся что купишь испорченное! !!!!Это самая любимая ПЯТЕРОЧКА!👍"
5,магазин мне нравится
4,"Не люблю сеть этих магазинов,но здесь ассортимент большой,чисто,вежливый персонал."
5,Отличный магазин.
2,"Одна из худших Пятëрочек в которых я была. Грязно, тесно, ценников частенько нет. Очереди в кассу всегда."
3,Ну кассиры  приятные . Ассортимент фруктов и овощей очень скудный .
4,"Здравствуйте, персонал помог мне определить лучшую цену на продукты. Хотел бы рассказать про товар, он отменного качества, особенно пельмени. Соблюдена норма чистоты в магазине. Скидки - с ними всë не очень понятно. Почему я должен регистрировать скидочную карту для большего количества товара? В целом магазин  отличный, обязательно приду ещё!"
4,Типичная Пятерочка. Необходимые продукты почти всегда все есть.
4,"Хожу в Пятерочку периодически,т.к.рядом с работой находится,вполне нормальный магазин,выбор есть и площадь не маленькая,ходить и выбираьь товар удобно."
4,"Магазин большой , больше чем обычные данной сети . Есть огромный минус , сотрудники магазина хамски себя ведут, данный случай случился только со мной дважды, совпадение или подбор персонала такой 🤷‍♂️"
2,"Очень грустно работает всего одна касса, персонал магазина никуда не торопиться, магазин так себе"
